date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-02-20,6.2,4.2,10.2,,,254,17,,1020.8,
2016-02-21,12.1,5.2,15.2,,,255,30,,1013.2,
2016-02-22,12.8,6.8,18.8,,,215,19,,1009.8,
2016-02-23,8.8,3.8,12.8,,,227,14,,1007.8,
2016-02-24,4.2,0.8,7.8,,,,17,,1016,
2016-02-25,,,,,,,,,,
2016-02-26,,,,,,,,,,
2016-02-27,,,,,,,,,,
2016-02-28,6.1,2.8,8.8,,,79,16,,1014.8,
2016-02-29,7.4,5.8,8.8,,,78,14,,1011.5,
2016-03-01,3.7,3.2,6.2,,,294,36,,1012.9,
2016-03-02,,,,,,,,,,
2016-03-03,4.4,3.2,6.2,,,308,19,,1001.8,
2016-03-04,,,,,,,,,,
2016-03-05,8,2.2,14.2,,,151,29,,997.8,
2016-03-06,7.7,5.8,10.8,,,230,16,,1000.6,
2016-03-07,4.7,3.8,6.8,,,,14,,1003.4,
2016-03-08,,,,,,,,,,
2016-03-09,,,,,,,,,,
2016-03-10,,,,,,,,,,
2016-03-11,6.7,6.2,7.2,,,323,27,,1020,
2016-03-12,,,,,,,,,,
2016-03-13,,,,,,,,,,
2016-03-14,,,,,,,,,,
2016-03-15,3.1,1.8,4.8,,,256,17,,1019.6,
2016-03-16,,,,,,,,,,
2016-03-17,,,,,,,,,,
2016-03-18,,,,,,,,,,
2016-03-19,,,,,,,,,,
2016-03-20,,,,,,,,,,
2016-03-21,,,,,,,,,,
2016-03-22,,,,,,,,,,
2016-03-23,,,,,,,,,,
2016-03-24,6.3,3.8,9.8,,,328,22,,1009.6,
2016-03-25,7.1,0.8,10.8,,,,9,,1014.7,
2016-03-26,7.8,6.8,9.8,,,291,15,,1017.5,
2016-03-27,,,,,,,,,,
2016-03-28,,,,,,,,,,
2016-03-29,,,,,,,,,,
2016-03-30,,,,,,,,,,
2016-03-31,,,,,,,,,,
2016-04-01,,,,,,,,,,
2016-04-02,,,,,,,,,,
2016-04-03,,,,,,,,,,
2016-04-04,,,,,,,,,,
2016-04-05,15.9,8.2,23.2,,,,6,,1006.4,
2016-04-06,15.8,12.2,19.2,,,298,21,,1010.9,
2016-04-07,15.3,10.8,19.8,,,,8,,1010.5,
2016-04-08,10.3,7.8,12.8,,,305,21,,1005.6,
2016-04-09,7.9,7.8,8.8,,,314,22,,1004,
2016-04-10,8.9,7.8,10.8,,,325,18,,1009.9,
2016-04-11,10,5.8,14.8,,,,11,,1012.4,
2016-04-12,10.4,3.8,15.8,,,,9,,1011.4,
2016-04-13,13.1,3.8,20.8,,,,10,,1007,
2016-04-14,12.3,8.8,14.8,,,,21,,1007.6,
2016-04-15,12.5,4.8,17.8,,,,10,,1010.8,
2016-04-16,14.9,6.8,23.8,,,,9,,1007.3,
2016-04-17,15.5,7.8,21.8,,,,13,,1007.7,
2016-04-18,11.6,10.8,12.8,,,315,16,,1016.8,
2016-04-19,12,8.8,14.8,,,320,19,,1021.1,
2016-04-20,10.7,5.2,15.2,,,315,19,,1026.2,
2016-04-21,10.8,3.8,16.8,,,,6,,1024,
2016-04-22,13.2,6.2,20.2,,,,11,,1013.9,
2016-04-23,12,7.8,15.8,,,,9,,1005.9,
2016-04-24,7.3,4.8,10.8,,,317,27,,1006.5,
2016-04-25,5.9,4.2,9.2,,,300,25,,1008.8,
2016-04-26,,,,,,,,,,
2016-04-27,5.5,2.8,7.8,,,,12,,1010,
2016-04-28,,,,,,,,,,
2016-04-29,,,,,,,,,,
2016-04-30,11.3,2.2,18.2,,,,11,,1017.6,
2016-05-01,13.2,7.2,17.2,,,90,13,,1016.5,
2016-05-02,14.4,10.8,18.8,,,290,10,,1016.1,
2016-05-03,13,10.2,16.2,,,318,22,,1014.3,
2016-05-04,11.5,9.8,13.8,,,297,23,,1018.8,
2016-05-05,14.2,9.8,19.8,,,296,19,,1022.4,
2016-05-06,15.5,8.2,21.2,,,,7,,1019,
2016-05-07,15.8,7.2,22.2,,,,7,,1015,
2016-05-08,,,,,,,,,,
2016-05-09,15.8,9.8,21.8,,,77,12,,1018.4,
2016-05-10,14.7,10.2,18.2,,,,16,,1015.2,
2016-05-11,15.4,12.2,18.2,,,121,14,,1010,
2016-05-12,13.7,11.8,15.8,,,55,12,,1001.2,
2016-05-13,14.8,12.8,17.8,,,,11,,994.9,
2016-05-14,15.8,12.8,20.8,,,300,18,,1001.2,
2016-05-15,11.3,7.8,13.8,,,306,18,,1013.8,
2016-05-16,9.7,6.8,12.8,,,,14,,1017.8,
2016-05-17,,,,,,,,,,
2016-05-18,13.5,9.8,18.8,,,,9,,1014.5,
2016-05-19,15.1,9.2,20.2,,,162,15,,1011,
2016-05-20,15.8,11.8,20.8,,,299,16,,1017.4,
2016-05-21,18.3,13.2,22.2,,,183,11,,1019.2,
2016-05-22,18.6,10.8,24.8,,,,14,,1015.7,
2016-05-23,19.6,12.8,26.8,,,134,17,,1008.6,
2016-05-24,13.3,9.8,16.8,,,291,26,,1006.8,
2016-05-25,17.1,12.8,21.8,,,294,28,,1010.3,
2016-05-26,18.4,13.8,23.8,,,,12,,1015,
2016-05-27,,,,,,,,,,
2016-05-28,22.1,16.2,27.2,,,,13,,1012.2,
2016-05-29,22.8,16.8,27.8,,,115,15,,1006.9,
2016-05-30,20,14.8,24.8,,,,11,,1007.1,
2016-05-31,18.6,12.8,23.8,,,,9,,1010,
2016-06-01,,,,,,,,,,
2016-06-02,18,14.2,22.2,,,,8,,1010.3,
2016-06-03,19,14.8,23.8,,,,6,,1009.7,
2016-06-04,19.1,14.8,24.8,,,,8,,1010.9,
2016-06-05,18.4,15.8,22.8,,,,6,,1014,
2016-06-06,19.6,13.8,23.8,,,,11,,1018,
2016-06-07,17.7,10.8,22.8,,,,8,,1021.6,
2016-06-08,17.9,9.8,24.8,,,,7,,1017.5,
2016-06-09,18,12.8,23.8,,,,8,,1012.5,
2016-06-10,19.2,15.8,23.8,,,,11,,1010.9,
2016-06-11,17.5,12.8,22.8,,,,9,,1010.1,
2016-06-12,18.1,14.8,20.8,,,,6,,1009.3,
2016-06-13,18.7,13.8,23.8,,,268,10,,1003.1,
2016-06-14,19.8,15.8,23.8,,,272,15,,1000.6,
2016-06-15,16.9,14.2,21.2,,,259,15,,1002.8,
2016-06-16,20.1,12.8,25.8,,,,16,,1005.6,
2016-06-17,19.8,16.8,23.8,,,217,20,,1007.9,
2016-06-18,19.7,14.8,24.8,,,,8,,1017.2,
2016-06-19,19.7,12.8,25.8,,,309,15,,1016.5,
2016-06-20,17.9,15.8,20.8,,,290,14,,1017.6,
2016-06-21,20.6,13.8,25.8,,,,6,,1022,
2016-06-22,23.3,15.8,29.8,,,,6,,1024,
2016-06-23,25.3,17.8,30.8,,,,5,,1022.6,
2016-06-24,26.6,18.8,32.8,,,118,11,,1017.8,
2016-06-25,27.3,20.8,32.8,,,109,18,,1012.7,
2016-06-26,22.1,18.8,25.8,,,316,17,,1015,
2016-06-27,18.8,16.8,20.8,,,299,20,,1016.3,
2016-06-28,20.6,14.8,26.8,,,300,16,,1016.4,
2016-06-29,22.8,13.8,29.8,,,,7,,1014.9,
2016-06-30,24.5,17.8,30.8,,,196,12,,1014.7,
2016-07-01,23.3,17.2,30.2,,,,8,,1017.2,
2016-07-02,24.8,16.8,31.8,,,209,14,,1013.8,
2016-07-03,18.6,16.8,21.8,,,294,18,,1018.8,
2016-07-04,20.1,14.8,24.8,,,250,12,,1021,
2016-07-05,21.7,15.8,28.8,,,,11,,1015.7,
2016-07-06,22.1,17.8,25.8,,,299,20,,1015.5,
2016-07-07,19.4,13.8,24.8,,,,15,,1020.1,
2016-07-08,21.6,12.8,27.8,,,162,12,,1018,
2016-07-09,22.8,16.8,26.8,,,276,15,,1016.5,
2016-07-10,23.2,14.8,29.8,,,,7,,1017.3,
2016-07-11,26,16.8,33.8,,,,14,,1013.4,
2016-07-12,24.4,18.8,29.8,,,,11,,1011.6,
2016-07-13,,,,,,,,,,
2016-07-14,16.2,13.8,19.8,,,286,30,,1010.8,
2016-07-15,16.8,12.8,20.8,,,292,24,,1019.8,
2016-07-16,15.3,14.8,17.8,,,340,28,,1019.1,
2016-07-17,18,14.8,21.8,,,253,17,,1017.2,
2016-07-18,21.8,17.8,26.8,,,317,15,,1018.3,
2016-07-19,21.5,15.8,26.8,,,,9,,1020,
2016-07-20,,,,,,,,,,
2016-07-21,23.1,15.8,29.8,,,,6,,1015.3,
2016-07-22,23.3,18.8,27.8,,,,6,,1015.1,
2016-07-23,24.1,19.8,29.8,,,,6,,1015.8,
2016-07-24,24.1,19.8,28.8,,,270,9,,1016.9,
2016-07-25,24.8,19.8,28.8,,,,9,,1016,
2016-07-26,25.2,20.8,29.8,,,315,12,,1015.5,
2016-07-27,23.8,18.8,27.8,,,,7,,1015.3,
2016-07-28,22.1,19.8,25.8,,,283,12,,1015.4,
2016-07-29,23.8,17.8,28.8,,,275,10,,1014.3,
2016-07-30,24.7,17.8,31.8,,,,8,,1014.3,
2016-07-31,23.8,18.8,31.8,,,198,15,,1011.5,
2016-08-01,21,18.2,24.2,,,,17,,1016.7,
2016-08-02,21.4,14.8,25.8,,,,8,,1017.4,
2016-08-03,21.6,17.8,26.8,,,,10,,1016.7,
2016-08-04,23.3,16.8,29.8,,,142,11,,1014.4,
2016-08-05,,,,,,,,,,
2016-08-06,19.7,15.8,23.8,,,330,20,,1021.3,
2016-08-07,20.6,15.8,25.8,,,,15,,1025.3,
2016-08-08,,,,,,,,,,
2016-08-09,19.6,12.8,27.8,,,,12,,1016.7,
2016-08-10,14.7,12.8,17.8,,,320,15,,1016.5,
2016-08-11,15,11.8,19.8,,,286,18,,1021.4,
2016-08-12,15.1,7.8,19.8,,,,10,,1024.6,
2016-08-13,19,15.2,24.2,,,,8,,1024.4,
2016-08-14,21.4,12.8,28.8,,,,7,,1021.4,
2016-08-15,20.7,16.2,25.2,,,290,11,,1020.3,
2016-08-16,19.6,12.8,25.8,,,,7,,1015.8,
2016-08-17,18.7,15.2,23.2,,,245,11,,1012.5,
2016-08-18,17.8,11.8,24.8,,,,10,,1011.5,
2016-08-19,19.6,14.8,26.8,,,,8,,1013.3,
2016-08-20,21.7,16.2,27.2,,,141,15,,1015.4,
2016-08-21,18.7,15.8,20.8,,,,15,,1017.5,
2016-08-22,17.3,15.8,20.8,,,279,18,,1023.3,
2016-08-23,,,,,,,,,,
2016-08-24,,,,,,,,,,
2016-08-25,,,,,,,,,,
2016-08-26,20.7,14.8,27.8,,,,10,,1022,
2016-08-27,21.5,13.8,28.8,,,135,12,,1021.1,
2016-08-28,22.3,14.8,29.8,,,145,13,,1018,
2016-08-29,21.5,15.8,25.8,,,,12,,1016.9,
2016-08-30,21.5,15.8,25.8,,,278,16,,1021.4,
2016-08-31,19.1,12.8,25.8,,,,7,,1022.8,
2016-09-01,20.2,11.2,27.2,,,,8,,1020.7,
2016-09-02,20.8,12.8,28.8,,,,5,,1019.3,
2016-09-03,,,,,,,,,,
2016-09-04,22.5,14.8,29.8,,,,9,,1014.6,
2016-09-05,17.9,16.2,21.2,,,297,24,,1015.2,
2016-09-06,17.4,14.8,20.8,,,228,17,,1020,
2016-09-07,20.6,14.8,26.8,,,,7,,1022.3,
2016-09-08,21.1,14.8,27.8,,,148,8,,1017.2,
2016-09-09,22,15.2,29.2,,,,7,,1016.6,
2016-09-10,21.8,15.2,28.2,,,,7,,1017,
2016-09-11,22.9,16.8,29.8,,,,6,,1018.1,
2016-09-12,23.2,16.8,29.8,,,,7,,1018.8,
2016-09-13,22.7,16.8,28.8,,,,8,,1016.8,
2016-09-14,22.1,16.8,27.8,,,,7,,1015.5,
2016-09-15,21.1,13.2,27.2,,,,16,,1014.7,
2016-09-16,20.6,14.8,26.8,,,,8,,1012.3,
2016-09-17,18.6,14.8,22.8,,,,13,,1009.8,
2016-09-18,17.1,13.8,20.8,,,,8,,1011.5,
2016-09-19,16.3,11.8,20.8,,,330,17,,1009.6,
2016-09-20,14.2,10.8,17.8,,,328,22,,1014.3,
2016-09-21,14.1,11.2,19.2,,,283,13,,1018.3,
2016-09-22,13.1,7.8,18.8,,,,8,,1021.9,
2016-09-23,13.2,5.8,19.8,,,,6,,1024.8,
2016-09-24,14.7,7.8,21.8,,,,5,,1025.7,
2016-09-25,15.1,7.8,22.8,,,,7,,1021.6,
2016-09-26,14.3,8.8,20.8,,,,8,,1022,
2016-09-27,14.2,7.8,21.8,,,,6,,1025.7,
2016-09-28,15.9,6.8,22.8,,,,9,,1026.8,
2016-09-29,20.1,13.2,27.2,,,,14,,1021.7,
2016-09-30,16.8,9.8,24.8,,,149,6,,1017.1,
2016-10-01,17,11.2,23.2,,,,11,,1013.1,
2016-10-02,15.2,11.2,18.2,,,,10,,1014.5,
2016-10-03,13.8,11.8,16.8,,,299,21,,1019.5,
2016-10-04,11.4,8.8,13.8,,,316,26,,1019.9,
2016-10-05,8,6.8,9.8,,,307,23,,1020.6,
2016-10-06,7.8,5.8,9.8,,,301,17,,1013.8,
2016-10-07,6.1,0.8,9.8,,,,7,,1017.2,
2016-10-08,7.4,1.2,12.2,,,,10,,1019.1,
2016-10-09,9.1,5.8,13.8,,,,9,,1022,
2016-10-10,9.5,6.8,12.8,,,323,10,,1020.8,
2016-10-11,7.5,6.8,8.8,,,332,9,,1015.3,
2016-10-12,8.5,6.8,9.8,,,308,16,,1013.2,
2016-10-13,9.1,7.8,10.8,,,,10,,1018.2,
2016-10-14,9.5,6.8,11.8,,,99,22,,1019.2,
2016-10-15,11,6.8,14.8,,,85,12,,1017.2,
2016-10-16,13.4,7.8,17.8,,,,11,,1021.9,
2016-10-17,9.4,4.8,11.8,,,,12,,1026.5,
2016-10-18,8.9,7.8,9.8,,,,12,,1024.4,
2016-10-19,9.1,7.8,10.8,,,141,7,,1020.4,
2016-10-20,7.5,4.8,8.8,,,,8,,1016,
2016-10-21,6.6,3.8,9.8,,,,4,,1014.7,
2016-10-22,7.5,2.8,12.8,,,177,9,,1016.5,
2016-10-23,8.3,3.8,12.8,,,88,16,,1017.8,
2016-10-24,11.6,7.8,16.8,,,73,14,,1018.9,
2016-10-25,13.5,11.8,16.8,,,,9,,1020.4,
2016-10-26,11.6,5.8,14.8,,,240,13,,1025.3,
2016-10-27,7.4,2.8,11.8,,,,8,,1031,
2016-10-28,7.3,0.8,12.8,,,,8,,1032.6,
2016-10-29,11.2,9.8,13.8,,,296,19,,1027.9,
2016-10-30,8.8,4.8,11.8,,,303,20,,1026.3,
2016-10-31,6.6,1.8,10.8,,,,11,,1027.7,
2016-11-01,9,5.2,14.2,,,,9,,1020.6,
2016-11-02,7.2,3.8,11.8,,,272,21,,1013.8,
2016-11-03,,,,,,,,,,
2016-11-04,,,,,,,,,,
2016-11-05,6.5,2.2,12.2,,,143,20,,1006.5,
2016-11-06,7.4,4.8,8.8,,,,15,,998.9,
2016-11-07,5.1,0.8,7.8,,,275,13,,1006.5,
2016-11-08,,,,,,,,,,
2016-11-09,,,,,,,,,,
2016-11-10,,,,,,,,,,
2016-11-11,,,,,,,,,,
2016-11-12,2.8,0.8,5.8,,,274,24,,1018.8,
2016-11-13,,,,,,,,,,
2016-11-14,,,,,,,,,,
2016-11-15,,,,,,,,,,
2016-11-16,,,,,,,,,,
2016-11-17,3.2,1.8,4.8,,,64,12,,1018.2,
2016-11-18,5.6,1.8,9.8,,,,12,,1013,
2016-11-19,8.5,2.2,15.2,,,,19,,1012.4,
2016-11-20,9.2,5.8,13.8,,,142,15,,1015.3,
2016-11-21,8.6,5.8,11.8,,,80,16,,1016.8,
2016-11-22,7.6,4.8,12.8,,,63,17,,1019.2,
2016-11-23,6.6,3.8,9.8,,,43,17,,1022.4,
2016-11-24,6.9,5.8,7.8,,,44,14,,1020.7,
2016-11-25,7.4,5.8,8.8,,,45,10,,1019.6,
2016-11-26,7.3,4.8,9.8,,,101,8,,1017.7,
2016-11-27,6.7,2.8,8.8,,,315,21,,1013,
2016-11-28,,,,,,,,,,
2016-11-29,,,,,,,,,,
2016-11-30,1.2,-5.8,5.2,,,,16,,1028.8,
2016-12-01,4.4,1.2,7.2,,,281,39,,1018.8,
2016-12-02,4.8,0.8,6.8,,,303,41,,1012.5,
2016-12-03,,,,,,,,,,
2016-12-04,,,,,,,,,,
2016-12-05,,,,,,,,,,
2016-12-06,,,,,,,,,,
2016-12-07,,,,,,,,,,
2016-12-08,,,,,,,,,,
2016-12-09,5.1,-4.8,12.2,,,,,,1028.5,
2016-12-10,6.7,1.8,11.8,,,275,9,,1024.2,
2016-12-11,,,,,,,,,,
2016-12-12,,,,,,,,,,
2016-12-13,,,,,,,,,,
2016-12-14,,,,,,,,,,
2016-12-15,,,,,,,,,,
2016-12-16,,,,,,,,,,
2016-12-17,-2.7,-6.2,-1.2,,,,13,,1037.7,
2016-12-18,,,,,,,,,,
2016-12-19,-1.3,-2.2,-1.2,,,85,12,,1035,
2016-12-20,-3.1,-3.2,-2.2,,,98,18,,1033.5,
2016-12-21,-3.4,-4.2,-2.2,,,110,18,,1035.2,
2016-12-22,-3.2,-4.2,-2.2,,,160,10,,1036,
2016-12-23,-2,-3.8,-0.8,,,,6,,1035.5,
2016-12-24,,,,,,,,,,
2016-12-25,7.7,6.2,9.2,,,282,31,,1024.2,
2016-12-26,9.5,5.8,11.8,,,284,19,,1024.9,
2016-12-27,5,3.8,5.8,,,293,32,,1028.9,
2016-12-28,3.2,0.8,4.8,,,307,22,,1033.2,
2016-12-29,,,,,,,,,,
2016-12-30,,,,,,,,,,
2016-12-31,,,,,,,,,,
2017-01-01,-6.5,-9.8,-4.8,,,,8,,1023,
