date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-02-16,3.8,-1.8,11.5,0,,,6,,1031.7,
2019-02-17,3.6,-2.1,12.4,0,,151,6,,1028.3,
2019-02-18,4.1,-3.1,11.5,0,,148,8,,1024,
2019-02-19,6.5,-2.3,14.7,0,,221,11,,1020,
2019-02-20,7.1,3.8,10.8,0.1,,283,16,,1022.8,
2019-02-21,7.5,0.8,12.8,0,,280,11,,1025.6,
2019-02-22,5.4,-1.7,9.8,5.3,,246,27,,1029.5,
2019-02-23,-2.3,-5.5,1,0,,313,19,,1043.5,
2019-02-24,-0.3,-5,4.5,0,,305,9,,1040.8,
2019-02-25,8.1,3.8,11.8,0,,296,13,,1034.2,
2019-02-26,10.6,7.8,14.8,0,,306,24,,1027.5,
2019-02-27,7.9,3.8,12.8,0,,276,15,,1025.7,
2019-02-28,11.7,0.8,18.8,0,,262,20,,1012.5,
2019-03-01,10.6,7.8,12.8,0.3,,285,23,,1010.3,
2019-03-02,5.6,3.8,7.8,5.5,,296,13,,1015.6,
2019-03-03,7.8,1.8,14.8,0,,224,11,,1015,
2019-03-04,9.6,2.8,16.8,0.2,,194,19,,1004.1,
2019-03-05,9.9,6.8,12.8,,,268,30,,1008.9,
2019-03-06,8.8,3,13.2,0,,180,23,,1014.4,
2019-03-07,11.1,4.8,18.8,0,,141,24,,1005.5,
2019-03-08,10.8,6.8,12.8,0.1,,213,15,,1014.7,
2019-03-09,9.3,3.8,12.8,1.7,,243,18,,1017.1,
2019-03-10,9.3,4.8,14.8,7.3,,224,22,,1010.5,
2019-03-11,7.2,3.8,11.8,0.2,,283,32,,1013.9,
2019-03-12,4.7,-2.1,7.8,0,,280,22,,1021.4,
2019-03-13,6.1,2.5,10.6,0.1,,198,20,,1012.8,
2019-03-14,6.8,0.8,10.8,,,244,21,,1008.6,
2019-03-15,8.2,4.8,10.8,2.9,,252,23,,1006,
2019-03-16,7.5,4.8,12.8,9.3,,247,23,,1010,
2019-03-17,10,3.8,18.8,0,,101,13,,1007.5,
2019-03-18,8.1,5.8,10.8,1.5,,291,25,,1015.1,
2019-03-19,6.5,4.8,10.8,,,322,16,,1024.7,
2019-03-20,4.9,-1.6,8.7,0,,301,12,,1034.4,
2019-03-21,5.2,-4.1,12.6,,,,6,,1035.9,
2019-03-22,9.7,0.8,17.8,0,,204,5,,1031.1,
2019-03-23,10.7,2.8,18.8,0,,,6,,1026.8,
2019-03-24,12.1,3.8,19.8,0,,,7,,1020.5,
2019-03-25,9.1,5.8,12.8,2.9,,304,19,,1014.8,
2019-03-26,7.3,3.8,10.8,0.4,,311,23,,1022.8,
2019-03-27,7.2,4.4,10.3,,,314,22,,1029.5,
2019-03-28,8.8,4.8,12.8,0,,318,12,,1030.8,
2019-03-29,9.9,4.8,14.8,0,,,8,,1031,
2019-03-30,9.7,1.8,16.8,0,,155,7,,1024.8,
2019-03-31,,,,,,,,,,
2019-04-01,12.6,7.8,17.8,0,,291,13,,1019.5,
2019-04-02,10.4,2.8,17.8,0,,145,16,,1016.8,
2019-04-03,11.8,6.8,16.8,0,,89,23,,1009.6,
2019-04-04,12.5,4.8,19.8,0,,123,19,,1004.6,
2019-04-05,11.4,7.8,16.8,2.1,,124,16,,1005,
2019-04-06,9.9,5.8,14.8,0.8,,127,10,,1007.3,
2019-04-07,11.3,5.8,17.8,0,,75,14,,1006.6,
2019-04-08,14.6,6.8,20.8,0,,260,11,,1006,
2019-04-09,15.1,10.8,20.8,0,,311,13,,1006,
2019-04-10,11.2,8.8,13.8,1.9,,334,11,,1008,
2019-04-11,7.6,5.8,9.8,0,,318,19,,1012.6,
2019-04-12,7,4.8,9.8,0,,335,21,,1016.3,
2019-04-13,5.2,3.8,6.8,0,,328,15,,1017.5,
2019-04-14,8.6,3.8,12.8,0.1,,312,13,,1016.6,
2019-04-15,11.1,5.8,16.8,0.2,,310,10,,1020.4,
2019-04-16,9.7,1.8,15.8,0,,178,9,,1020.8,
2019-04-17,11.6,5.8,16.8,0,,321,9,,1021.8,
2019-04-18,13.6,6.8,18.8,0,,148,8,,1027.2,
2019-04-19,15,6.8,22.8,0,,238,8,,1028.9,
2019-04-20,14.3,5.8,21.8,0,,179,7,,1027.8,
2019-04-21,14.6,6.8,21.8,0,,161,6,,1021.3,
2019-04-22,13.6,5.8,20.8,0,,,16,,1014,
2019-04-23,10.6,8.8,12.8,3.7,,86,26,,1013.5,
2019-04-24,15.6,9.8,22.8,0.1,,130,26,,1013,
2019-04-25,18.8,10.8,25.8,0,,130,17,,1013,
2019-04-26,19,8.8,25.8,0,,183,20,,1010.5,
2019-04-27,13.1,10.8,15.8,0,,293,24,,1013.7,
2019-04-28,12.3,9.8,15.8,0,,303,28,,1015.1,
2019-04-29,9.7,8.8,11.8,0.5,,306,21,,1013.8,
2019-04-30,10.7,7.8,14.8,14.8,,290,23,,1010.4,
2019-05-01,14.2,10.2,18.8,0,,299,31,,1011.5,
2019-05-02,16.8,11.8,21.8,0,,268,17,,1008.1,
2019-05-03,13.2,10.8,15.8,6.7,,275,16,,1006.8,
2019-05-04,10.9,8.5,13.2,3.2,,185,9,,1006.8,
2019-05-05,6,3.8,9.8,,,328,27,,1007.9,
2019-05-06,8.2,4.8,10.8,,,331,29,,1012.4,
2019-05-07,9.5,4.3,14,0,,292,17,,1018.5,
2019-05-08,10.8,1.8,17.8,0,,144,18,,1013.3,
2019-05-09,11.4,8.8,14.8,2.9,,190,12,,1004.2,
2019-05-10,13.2,6.8,19.8,0,,266,13,,1009,
2019-05-11,14.2,6.8,19.8,5.2,,160,12,,1012.5,
2019-05-12,11.7,9.8,14.8,12.5,,312,22,,1018.7,
2019-05-13,10.2,7.8,12.8,0.8,,342,29,,1026.4,
2019-05-14,7.6,6.8,8.8,2.5,,341,26,,1023.2,
2019-05-15,8.1,6.8,9.8,8.1,,319,20,,1015.7,
2019-05-16,9.5,6.8,12.8,4.9,,207,12,,1013.9,
2019-05-17,10.3,3.8,14.8,0,,133,17,,1012.4,
2019-05-18,13.8,6.8,19.8,0,,130,9,,1010,
2019-05-19,15.1,8.8,20.8,0,,123,10,,1005.6,
2019-05-20,15.7,12.8,19.8,9.4,,150,15,,1003.3,
2019-05-21,13.6,7.8,17.8,0.7,,210,14,,1005.7,
2019-05-22,,,,,,,,,,
2019-05-23,,,,,,,,,,
2019-05-24,16.5,9.7,21.5,0,,305,14,,1014.5,
2019-05-25,17.8,8.8,23.8,0,,122,6,,1013.4,
2019-05-26,19.2,13.8,24.8,0.1,,240,7,,1014,
2019-05-27,17.1,13.8,20.8,1.4,,153,9,,1011.4,
2019-05-28,15.9,14.8,17.8,8.4,,169,12,,1005.5,
2019-05-29,14.4,12.8,15.8,3.8,,328,20,,1012.3,
2019-05-30,11.7,9.9,13.4,8.5,,266,18,,1023.1,
2019-05-31,16.7,10.8,22.8,0,,313,14,,1022.9,
2019-06-01,20.5,11.8,25.8,0,,337,15,,1020.3,
2019-06-02,22.1,16.8,26.8,,,258,6,,1018.2,
2019-06-03,21.6,13.8,27.8,0,,152,6,,1016.2,
2019-06-04,22.3,16.8,27.8,0,,127,7,,1013,
2019-06-05,21.4,14.8,27.8,0,,130,10,,1009.9,
2019-06-06,19.7,15.8,22.8,0,,119,15,,1010.9,
2019-06-07,20.9,17.8,25.8,1.8,,178,11,,1014,
2019-06-08,20.5,15.8,24.8,0,,270,17,,1019.2,
2019-06-09,22.1,14.8,26.8,0,,218,8,,1022.1,
2019-06-10,24.1,17.4,29.6,0,,143,20,,1014.6,
2019-06-11,25.1,18.8,30.8,0,,144,14,,1012.4,
2019-06-12,24.7,18.8,29.8,0,,143,13,,1012,
2019-06-13,25.5,19.8,30.8,0,,154,12,,1012.2,
2019-06-14,25.6,18.8,31.8,0,,205,7,,1016.1,
2019-06-15,25.6,18.8,31.8,0,,151,13,,1013.6,
2019-06-16,23.9,21.8,26.8,0,,302,20,,1014.6,
2019-06-17,22.6,17.8,26.8,0,,190,14,,1018.2,
2019-06-18,22.4,15.8,27.8,0,,203,9,,1016.6,
2019-06-19,22.7,17.8,27.8,0.9,,133,11,,1012.8,
2019-06-20,22.5,17.8,28.8,0,,157,8,,1012.1,
2019-06-21,23.2,17.8,28.8,0.8,,277,15,,1015.3,
2019-06-22,21.5,18.8,26.8,0.5,,222,9,,1017,
2019-06-23,20.3,18.8,24.8,4.5,,246,10,,1016,
2019-06-24,23.2,18.2,28.2,,,303,14,,1020.7,
2019-06-25,25.4,18.8,30.8,0,,90,10,,1023.3,
2019-06-26,27.3,19.8,33.8,0,,151,12,,1022.8,
2019-06-27,27.4,20.8,33.8,0,,285,17,,1017.8,
2019-06-28,22.1,17.8,25.8,0,,231,17,,1020,
2019-06-29,22.3,13.8,28.8,0,,193,7,,1021.3,
2019-06-30,24.2,14.8,31.8,0,,128,13,,1018.8,
2019-07-01,26.1,18.9,35.7,0.1,,136,12,,1014.7,
2019-07-02,23.6,19.8,27.6,0,,296,11,,1016.2,
2019-07-03,21.6,16.8,25.8,0,,230,10,,1018.7,
2019-07-04,20.7,13.3,26.6,0,,178,9,,1020.3,
2019-07-05,21.7,13.8,28.8,0,,255,12,,1015.2,
2019-07-06,24.7,14.8,33.8,0,,233,11,,1011,
2019-07-07,24.3,19.8,28.8,1.7,,280,21,,1007.8,
2019-07-08,19.6,13.9,23.7,0.2,,310,15,,1014.3,
2019-07-09,18.6,12.8,23.8,0,,309,12,,1015,
2019-07-10,18.3,13.8,22.8,0,,316,19,,1015.6,
2019-07-11,19.9,12.8,25.8,0,,290,13,,1013.1,
2019-07-12,18.4,16.8,21.8,3.1,,264,9,,1012.1,
2019-07-13,17,14.1,19.6,16.9,,263,19,,1011.3,
2019-07-14,19.4,16.8,24.8,1.5,,291,18,,1012,
2019-07-15,20,14.8,24.8,0,,288,12,,1013.4,
2019-07-16,20.8,12.8,26.8,0,,254,13,,1013.1,
2019-07-17,20.8,14.8,26.8,0,,241,14,,1013,
2019-07-18,21.5,16.8,27.8,0.5,,145,8,,1012.4,
2019-07-19,21.8,13.8,29.8,,,184,9,,1015.3,
2019-07-20,24.3,16.9,32.4,0,,153,8,,1015.3,
2019-07-21,23.5,18.8,27.8,0,,235,12,,1018.3,
2019-07-22,24.4,16.8,29.8,0,,152,9,,1021.9,
2019-07-23,25.7,19.8,31.8,0,,296,14,,1019.3,
2019-07-24,25.6,18.8,31.8,0,,147,8,,1017.8,
2019-07-25,26.3,17.8,33.8,0,,119,8,,1017,
2019-07-26,26.8,18.8,34.8,0,,132,10,,1010.1,
2019-07-27,20.4,17.8,23.8,1.9,,77,19,,1005.4,
2019-07-28,22.6,18.8,27.8,2.6,,99,14,,1002.1,
2019-07-29,22.9,19.8,28.8,0.6,,155,15,,1005.9,
2019-07-30,25,21.4,28.7,0,,291,24,,1010,
2019-07-31,25.3,21.8,29.8,0.6,,301,20,,1012.3,
2019-08-01,23.2,18.8,28.8,0,,291,14,,1015.4,
2019-08-02,21.1,17.8,24.8,0,,208,7,,1012.5,
2019-08-03,19.9,16.8,23.8,0,,312,17,,1011.7,
2019-08-04,21,15.8,25.8,0,,282,14,,1015,
2019-08-05,22.6,14.8,29.8,0,,153,7,,1014.3,
2019-08-06,23.5,17.8,28.8,2,,209,10,,1012.7,
2019-08-07,24.1,18.8,29.8,5.4,,191,10,,1009.5,
2019-08-08,22.5,18.8,27.8,1.1,,251,13,,1012.9,
2019-08-09,23.9,16.8,30.8,0,,152,7,,1014.3,
2019-08-10,25.2,18.8,32.8,0,,145,12,,1014,
2019-08-11,24.1,19.8,28.8,0,,178,11,,1017.6,
2019-08-12,,,,,,,,,,
2019-08-13,,,,,,,,,,
2019-08-14,19.2,15.8,23.8,2,,313,20,,1016,
2019-08-15,,,,,,,,,,
2019-08-16,20.1,16.8,23.8,0.4,,289,16,,1016.3,
2019-08-17,19.9,11.8,27.8,0,,191,7,,1015.9,
2019-08-18,23.8,17.8,32.8,0,,143,10,,1013.3,
2019-08-19,24.5,17.8,30.8,0,,260,12,,1015.1,
2019-08-20,26.5,22.8,30.8,0,,215,9,,1018.1,
2019-08-21,20.3,17.8,23.8,0,,306,23,,1023.3,
2019-08-22,20.1,15.8,24.8,0,,280,9,,1024.5,
2019-08-23,23.1,18.8,28.8,0,,224,8,,1024.2,
2019-08-24,24.4,18.8,30.8,2.4,,135,11,,1021.4,
2019-08-25,21.8,17.8,25.8,13.3,,112,11,,1020.7,
2019-08-26,21.8,18.8,25.8,2,,141,7,,1020.3,
2019-08-27,23.1,18.8,28.8,0,,88,9,,1019.4,
2019-08-28,24.5,18.8,29.8,0,,135,10,,1018.2,
2019-08-29,25.3,18.8,30.8,0,,203,9,,1017.6,
2019-08-30,25.4,20.8,29.8,9.1,,311,12,,1020.2,
2019-08-31,24.3,18.8,30.8,0,,161,7,,1018,
2019-09-01,24.6,18.8,30.8,0,,120,10,,1012.6,
2019-09-02,20.1,15.8,23.8,2.8,,300,20,,1016.1,
2019-09-03,17.2,13.8,21.8,2.7,,315,19,,1022.4,
2019-09-04,17,9.8,23.8,0,,159,6,,1020.2,
2019-09-05,18.5,10.8,26.8,0,,170,8,,1015.2,
2019-09-06,19.2,16.8,22.8,2.5,,269,16,,1019.6,
2019-09-07,16.3,14.8,17.8,14.2,,,10,,1017,
2019-09-08,15.8,12.8,18.8,7.4,,197,11,,1016.3,
2019-09-09,15.4,12.8,17.8,10.3,,208,19,,1011.8,
2019-09-10,14.9,8.8,20.8,0,,155,11,,1019,
2019-09-11,16.6,10.8,22.8,0,,84,8,,1023.2,
2019-09-12,18.6,11.8,23.8,0,,274,15,,1028.3,
2019-09-13,20.8,14.8,25.8,0,,255,12,,1029.3,
2019-09-14,18.1,14,21.5,0,,240,11,,1030.7,
2019-09-15,15.6,7.8,23.8,0,,160,7,,1025.5,
2019-09-16,18.9,10.8,26.8,0,,258,6,,1017.7,
2019-09-17,17.7,14.8,19.8,0,,308,10,,1014.7,
2019-09-18,14,9.8,17.8,0,,303,19,,1021.1,
2019-09-19,12.7,9.8,16.8,0,,275,15,,1025.2,
2019-09-20,12,7.8,16.8,0,,247,9,,1027.6,
2019-09-21,11.5,3.8,19.8,0,,147,10,,1025.6,
2019-09-22,13.6,5.8,21.8,0,,88,16,,1017.6,
2019-09-23,15.2,12.8,18.8,0,,72,12,,1013.5,
2019-09-24,17,13.8,21.8,0,,263,8,,1013,
2019-09-25,16.4,11.8,20.8,0.3,,230,10,,1009.9,
2019-09-26,16.9,13.8,20.2,,,280,14,,1013.7,
2019-09-27,16.5,10.8,22.8,0,,165,7,,1015.5,
2019-09-28,16.7,14.3,18.4,3.9,,240,11,,1016.8,
2019-09-29,16.3,11.8,22.8,0,,171,10,,1013.5,
2019-09-30,18.3,12.8,23.8,,,244,23,,1008,
2019-10-01,16.7,8.8,23.8,0,,188,15,,1011.1,
2019-10-02,14.6,10.8,19.4,5.2,,236,14,,1005.3,
2019-10-03,10.5,7.8,12.8,0.1,,304,26,,1013.7,
2019-10-04,11.5,8.8,14.8,0,,198,9,,1013.1,
2019-10-05,11.7,9.5,14.7,5.1,,245,22,,1008.7,
2019-10-06,9,5.8,12.8,,,203,18,,1016.8,
2019-10-07,7.8,4.8,12.8,0,,106,9,,1018,
2019-10-08,8.8,1.1,16.8,0,,156,18,,1018,
2019-10-09,12.7,8.8,16.8,1.6,,123,12,,1012.9,
2019-10-10,12.9,8.8,16.8,0,,252,17,,1016.5,
2019-10-11,13.1,6.8,18.8,0,,182,15,,1022.2,
2019-10-12,10.3,7.8,13.8,0,,138,10,,1020.5,
2019-10-13,12.5,7.8,18.8,0,,78,10,,1020.8,
2019-10-14,14.8,8.8,22.8,0,,82,12,,1019.2,
2019-10-15,16.7,9.8,22.8,0,,109,19,,1013,
2019-10-16,13.7,7.8,16.8,1.4,,239,12,,1015.1,
2019-10-17,11.9,5.4,19.1,0,,138,13,,1017.8,
2019-10-18,11.9,9.1,14.5,0,,125,9,,1015.9,
2019-10-19,10.1,5.8,14.8,0,,131,8,,1014.4,
2019-10-20,15.1,8.8,23.8,0,,160,14,,1014.1,
2019-10-21,15.5,9.8,22.8,0,,67,12,,1018,
2019-10-22,15.6,10.8,21.8,0,,182,7,,1022,
2019-10-23,14.7,8.8,23.8,0,,80,11,,1019.6,
2019-10-24,15.6,8.8,25.8,0,,90,14,,1014.9,
2019-10-25,13.8,7.8,19.8,0,,244,12,,1019.8,
2019-10-26,10.5,5.8,16.8,0,,146,8,,1022.5,
2019-10-27,12,5.8,19.8,0,,193,6,,1019.4,
2019-10-28,11,7.8,13.8,0.3,,326,11,,1019,
2019-10-29,8.8,7.8,10.8,0.1,,338,9,,1020.6,
2019-10-30,6.4,0.8,8.8,0,,312,10,,1026.2,
2019-10-31,3,-1.9,6.2,0,,165,9,,1026.9,
2019-11-01,6,1.2,9.2,0,,134,27,,1019.7,
2019-11-02,7.2,5.8,8.8,0,,82,20,,1006.6,
2019-11-03,14.1,7.8,19.8,,,122,19,,996.1,
2019-11-04,13.1,6.8,17.8,1,,237,18,,995.8,
2019-11-05,9.7,7.8,10.8,17.5,,192,11,,999.6,
2019-11-06,9.5,6.8,13.8,8.3,,208,12,,1003.9,
2019-11-07,8.6,6.8,10.8,2.3,,141,8,,1007.3,
2019-11-08,9.6,6.8,12.8,0.2,,120,15,,1007.8,
2019-11-09,8.6,6.8,9.8,9.6,,226,14,,1009.4,
2019-11-10,6.2,3.8,7.8,0,,282,13,,1011,
2019-11-11,4.9,-0.7,8.7,0,,162,21,,1015.3,
2019-11-12,7.2,5.8,8.8,7.1,,255,13,,1008.7,
2019-11-13,5.3,3.8,6.8,5,,290,23,,1002.4,
2019-11-14,5.1,-0.5,8.3,0,,161,18,,1010.8,
2019-11-15,7.7,3.8,10.8,0,,90,13,,1010.8,
2019-11-16,11.4,10,13.5,0,,143,23,,1011.8,
2019-11-17,12,9.8,14.8,0,,78,18,,1012.4,
2019-11-18,10.1,3.8,13.8,0,,174,17,,1011.3,
2019-11-19,7.5,3.8,12.8,0,,58,14,,1019.5,
2019-11-20,8.9,5.8,10.8,4.3,,114,11,,1015.4,
2019-11-21,9.7,8.8,10.8,1.1,,125,14,,1011.8,
2019-11-22,8.1,5.8,9.8,0,,109,17,,1014.6,
2019-11-23,5.7,3.8,7.8,0,,99,21,,1014.3,
2019-11-24,5.5,2.8,8.8,0,,77,18,,1013.9,
2019-11-25,6,2.8,9.8,0,,130,13,,1013,
2019-11-26,7,5.8,8.8,0,,171,8,,1012,
2019-11-27,7.3,6.8,8.8,0.1,,163,14,,1004.9,
2019-11-28,7.6,5.8,8.8,0.3,,162,7,,1002.6,
2019-11-29,9,4.8,12.8,0.6,,241,16,,1005.9,
2019-11-30,3.9,-0.9,6.8,0,,314,18,,1022,
2019-12-01,1,-2.8,4.1,0,,137,21,,1023,
2019-12-02,2.3,0.2,4,,,240,18,,1021.3,
2019-12-03,2.6,-1.6,5.4,0.2,,293,16,,1028,
2019-12-04,-1,-3.9,3.5,0,,133,21,,1029.1,
2019-12-05,-0.8,-1.7,0.2,0,,139,28,,1027.3,
2019-12-06,-0.5,-0.9,-0.1,0,,154,15,,1023.7,
2019-12-07,3,-1,9.2,0,,205,14,,1018.2,
2019-12-08,4.3,0.6,8.6,0,,171,11,,1015.4,
2019-12-09,3.2,1.8,3.8,0,,176,8,,1009.1,
2019-12-10,4.1,0.8,6.8,0,,305,19,,1019,
2019-12-11,-0.5,-4.5,2.8,0,,193,14,,1019.3,
2019-12-12,-1.1,-3.5,0.7,1.7,,170,7,,1008.5,
2019-12-13,0.7,-0.9,3.2,0.1,,148,21,,992.9,
2019-12-14,4.7,0,10.8,0,,209,17,,999.7,
2019-12-15,3.8,0.6,6.4,0,,149,11,,1011.5,
2019-12-16,4.3,0.8,7.8,,,40,15,,1015.8,
2019-12-17,3.2,1,5.7,,,270,5,,1013.8,
2019-12-18,8.8,6.8,12.8,0,,32,14,,1019.1,
2019-12-19,7.5,4.8,11.8,0,,143,13,,1021.6,
2019-12-20,8.3,3.8,12.8,0,,104,21,,1006.9,
2019-12-21,10,6.8,12.8,7.2,,161,19,,994.9,
2019-12-22,4.9,1.8,6.8,2.7,,233,13,,991,
2019-12-23,6.8,4.8,7.8,5.2,,305,32,,998.9,
2019-12-24,6.6,3.8,8.8,1.9,,288,22,,1012.2,
2019-12-25,6.9,4.8,9.8,0.7,,293,12,,1012.3,
2019-12-26,5.6,3.8,6.8,0,,308,22,,1021.7,
2019-12-27,4.6,2.8,6.8,0,,311,19,,1024.2,
2019-12-28,2.2,0.8,3.8,1.1,,323,30,,1033,
2019-12-29,0.7,-1.1,1.4,0,,322,26,,1039.5,
2019-12-30,-1.3,-4.1,1.5,0,,210,8,,1037.7,
2019-12-31,3.4,-1.5,11.4,0,,235,16,,1030.3,
2020-01-01,3.1,0.8,6.8,0,,293,12,,1033.5,
