Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.6.2018 0:00;0;0;0
1.6.2018 1:00;0;0;0
1.6.2018 2:00;0;0;0
1.6.2018 3:00;0;0;0
1.6.2018 4:00;0;0;0
1.6.2018 5:00;4;2;2
1.6.2018 6:00;8;3;5
1.6.2018 7:00;15;12;3
1.6.2018 8:00;20;10;10
1.6.2018 9:00;53;14;39
1.6.2018 10:00;33;14;19
1.6.2018 11:00;62;35;27
1.6.2018 12:00;28;16;12
1.6.2018 13:00;41;24;17
1.6.2018 14:00;47;24;23
1.6.2018 15:00;66;43;23
1.6.2018 16:00;57;29;28
1.6.2018 17:00;83;46;37
1.6.2018 18:00;66;42;24
1.6.2018 19:00;46;32;14
1.6.2018 20:00;21;8;13
1.6.2018 21:00;9;8;1
1.6.2018 22:00;1;1;0
1.6.2018 23:00;0;0;0
2.6.2018 0:00;2;1;1
2.6.2018 1:00;0;0;0
2.6.2018 2:00;0;0;0
2.6.2018 3:00;0;0;0
2.6.2018 4:00;0;0;0
2.6.2018 5:00;0;0;0
2.6.2018 6:00;2;0;2
2.6.2018 7:00;20;5;15
2.6.2018 8:00;41;10;31
2.6.2018 9:00;70;15;55
2.6.2018 10:00;173;50;123
2.6.2018 11:00;120;57;63
2.6.2018 12:00;117;59;58
2.6.2018 13:00;127;78;49
2.6.2018 14:00;141;93;48
2.6.2018 15:00;162;92;70
2.6.2018 16:00;130;86;44
2.6.2018 17:00;152;111;41
2.6.2018 18:00;103;69;34
2.6.2018 19:00;65;45;20
2.6.2018 20:00;32;23;9
2.6.2018 21:00;17;11;6
2.6.2018 22:00;2;2;0
2.6.2018 23:00;0;0;0
3.6.2018 0:00;0;0;0
3.6.2018 1:00;0;0;0
3.6.2018 2:00;0;0;0
3.6.2018 3:00;0;0;0
3.6.2018 4:00;0;0;0
3.6.2018 5:00;3;0;3
3.6.2018 6:00;11;3;8
3.6.2018 7:00;27;9;18
3.6.2018 8:00;58;19;39
3.6.2018 9:00;123;25;98
3.6.2018 10:00;137;64;73
3.6.2018 11:00;151;70;81
3.6.2018 12:00;90;55;35
3.6.2018 13:00;98;57;41
3.6.2018 14:00;144;68;76
3.6.2018 15:00;141;78;63
3.6.2018 16:00;119;84;35
3.6.2018 17:00;142;87;55
3.6.2018 18:00;99;69;30
3.6.2018 19:00;61;37;24
3.6.2018 20:00;43;32;11
3.6.2018 21:00;12;10;2
3.6.2018 22:00;2;2;0
3.6.2018 23:00;2;2;0
4.6.2018 0:00;0;0;0
4.6.2018 1:00;0;0;0
4.6.2018 2:00;0;0;0
4.6.2018 3:00;0;0;0
4.6.2018 4:00;1;0;1
4.6.2018 5:00;3;2;1
4.6.2018 6:00;6;3;3
4.6.2018 7:00;10;8;2
4.6.2018 8:00;17;7;10
4.6.2018 9:00;38;20;18
4.6.2018 10:00;42;28;14
4.6.2018 11:00;44;33;11
4.6.2018 12:00;65;52;13
4.6.2018 13:00;40;33;7
4.6.2018 14:00;26;16;10
4.6.2018 15:00;53;36;17
4.6.2018 16:00;86;48;38
4.6.2018 17:00;107;31;76
