Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.9.2019 0:00;0;0;0
1.9.2019 1:00;0;0;0
1.9.2019 2:00;0;0;0
1.9.2019 3:00;0;0;0
1.9.2019 4:00;0;0;0
1.9.2019 5:00;1;0;1
1.9.2019 6:00;15;4;11
1.9.2019 7:00;35;11;24
1.9.2019 8:00;51;20;31
1.9.2019 9:00;77;36;41
1.9.2019 10:00;123;46;77
1.9.2019 11:00;109;66;43
1.9.2019 12:00;129;73;56
1.9.2019 13:00;59;33;26
1.9.2019 14:00;77;45;32
1.9.2019 15:00;90;57;33
1.9.2019 16:00;89;59;30
1.9.2019 17:00;82;60;22
1.9.2019 18:00;70;35;35
1.9.2019 19:00;44;26;18
1.9.2019 20:00;3;1;2
1.9.2019 21:00;0;0;0
1.9.2019 22:00;0;0;0
1.9.2019 23:00;0;0;0
2.9.2019 0:00;0;0;0
2.9.2019 1:00;0;0;0
2.9.2019 2:00;0;0;0
2.9.2019 3:00;0;0;0
2.9.2019 4:00;2;1;1
2.9.2019 5:00;0;0;0
2.9.2019 6:00;3;1;2
2.9.2019 7:00;5;3;2
2.9.2019 8:00;7;6;1
2.9.2019 9:00;13;13;0
2.9.2019 10:00;14;9;5
2.9.2019 11:00;34;33;1
2.9.2019 12:00;42;37;5
2.9.2019 13:00;20;19;1
2.9.2019 14:00;25;12;13
2.9.2019 15:00;14;13;1
2.9.2019 16:00;14;7;7
2.9.2019 17:00;17;13;4
2.9.2019 18:00;22;9;13
2.9.2019 19:00;6;5;1
2.9.2019 20:00;0;0;0
2.9.2019 21:00;0;0;0
2.9.2019 22:00;0;0;0
2.9.2019 23:00;0;0;0
3.9.2019 0:00;0;0;0
3.9.2019 1:00;0;0;0
3.9.2019 2:00;0;0;0
3.9.2019 3:00;0;0;0
3.9.2019 4:00;0;0;0
3.9.2019 5:00;1;1;0
3.9.2019 6:00;7;4;3
3.9.2019 7:00;13;12;1
3.9.2019 8:00;15;12;3
3.9.2019 9:00;13;6;7
3.9.2019 10:00;45;22;23
3.9.2019 11:00;39;30;9
3.9.2019 12:00;31;25;6
3.9.2019 13:00;70;57;13
3.9.2019 14:00;67;51;16
3.9.2019 15:00;54;20;34
3.9.2019 16:00;69;40;29
3.9.2019 17:00;111;33;78
3.9.2019 18:00;119;67;52
3.9.2019 19:00;78;65;13
3.9.2019 20:00;13;9;4
3.9.2019 21:00;3;0;3
3.9.2019 22:00;1;1;0
3.9.2019 23:00;1;0;1
4.9.2019 0:00;0;0;0
4.9.2019 1:00;0;0;0
4.9.2019 2:00;0;0;0
4.9.2019 3:00;0;0;0
4.9.2019 4:00;1;0;1
4.9.2019 5:00;2;1;1
4.9.2019 6:00;4;2;2
4.9.2019 7:00;12;9;3
4.9.2019 8:00;26;16;10
4.9.2019 9:00;93;11;82
4.9.2019 10:00;41;6;35
4.9.2019 11:00;52;28;24
4.9.2019 12:00;81;59;22
4.9.2019 13:00;71;44;27
4.9.2019 14:00;39;20;19
4.9.2019 15:00;78;22;56
4.9.2019 16:00;139;49;90
4.9.2019 17:00;181;78;103
4.9.2019 18:00;162;92;70
