Dátum;Èas;Hradza Berg ;Do Slovenska ;Do Rakuska
16.6.2016;13:00;34;24;10
16.6.2016;14:00;30;24;6
16.6.2016;15:00;35;23;12
16.6.2016;16:00;55;29;26
16.6.2016;17:00;42;19;23
16.6.2016;18:00;60;37;23
16.6.2016;19:00;34;24;10
16.6.2016;20:00;29;22;7
16.6.2016;21:00;9;7;2
16.6.2016;22:00;4;4;0
16.6.2016;23:00;0;0;0
17.6.2016;0:00;2;0;2
17.6.2016;1:00;1;1;0
17.6.2016;2:00;0;0;0
17.6.2016;3:00;0;0;0
17.6.2016;4:00;0;0;0
17.6.2016;5:00;2;2;0
17.6.2016;6:00;4;1;3
17.6.2016;7:00;7;2;5
17.6.2016;8:00;15;6;9
17.6.2016;9:00;18;6;12
17.6.2016;10:00;7;5;2
17.6.2016;11:00;22;10;12
17.6.2016;12:00;22;17;5
17.6.2016;13:00;25;16;9
17.6.2016;14:00;18;14;4
17.6.2016;15:00;34;22;12
17.6.2016;16:00;25;11;14
17.6.2016;17:00;53;32;21
17.6.2016;18:00;40;21;19
17.6.2016;19:00;35;24;11
17.6.2016;20:00;23;17;6
17.6.2016;21:00;1;0;1
17.6.2016;22:00;6;6;0
17.6.2016;23:00;0;0;0
18.6.2016;0:00;0;0;0
18.6.2016;1:00;0;0;0
18.6.2016;2:00;0;0;0
18.6.2016;3:00;1;1;0
18.6.2016;4:00;0;0;0
18.6.2016;5:00;0;0;0
18.6.2016;6:00;15;2;13
18.6.2016;7:00;14;6;8
18.6.2016;8:00;13;1;12
18.6.2016;9:00;40;3;37
18.6.2016;10:00;65;21;44
18.6.2016;11:00;87;25;62
18.6.2016;12:00;90;26;64
18.6.2016;13:00;142;68;74
18.6.2016;14:00;162;74;88
18.6.2016;15:00;148;79;69
18.6.2016;16:00;185;114;71
18.6.2016;17:00;152;92;60
18.6.2016;18:00;112;99;13
18.6.2016;19:00;53;45;8
18.6.2016;20:00;23;15;8
18.6.2016;21:00;11;11;0
18.6.2016;22:00;2;1;1
18.6.2016;23:00;1;1;0
19.6.2016;0:00;4;0;4
19.6.2016;1:00;1;1;0
19.6.2016;2:00;0;0;0
19.6.2016;3:00;0;0;0
19.6.2016;4:00;0;0;0
19.6.2016;5:00;0;0;0
19.6.2016;6:00;5;2;3
19.6.2016;7:00;5;0;5
19.6.2016;8:00;16;5;11
19.6.2016;9:00;55;15;40
19.6.2016;10:00;92;34;58
19.6.2016;11:00;137;48;89
19.6.2016;12:00;119;49;70
19.6.2016;13:00;97;47;50
19.6.2016;14:00;149;87;62
19.6.2016;15:00;196;115;81
19.6.2016;16:00;148;91;57
19.6.2016;17:00;141;102;39
19.6.2016;18:00;73;54;19
19.6.2016;19:00;42;34;8
19.6.2016;20:00;5;3;2
19.6.2016;21:00;4;4;0
19.6.2016;22:00;0;0;0
19.6.2016;23:00;0;0;0
20.6.2016;0:00;0;0;0
20.6.2016;1:00;0;0;0
20.6.2016;2:00;0;0;0
20.6.2016;3:00;0;0;0
20.6.2016;4:00;0;0;0
20.6.2016;5:00;0;0;0
20.6.2016;6:00;1;1;0
20.6.2016;7:00;1;1;0
20.6.2016;8:00;1;0;1
20.6.2016;9:00;3;3;0
20.6.2016;10:00;8;8;0
20.6.2016;11:00;11;5;6
20.6.2016;12:00;28;28;0
20.6.2016;13:00;28;28;0
20.6.2016;14:00;19;18;1
20.6.2016;15:00;39;25;14
20.6.2016;16:00;29;16;13
20.6.2016;17:00;33;16;17
20.6.2016;18:00;28;13;15
20.6.2016;19:00;30;19;11
20.6.2016;20:00;8;5;3
20.6.2016;21:00;0;0;0
20.6.2016;22:00;0;0;0
20.6.2016;23:00;1;0;1
21.6.2016;0:00;0;0;0
21.6.2016;1:00;0;0;0
21.6.2016;2:00;0;0;0
21.6.2016;3:00;0;0;0
21.6.2016;4:00;0;0;0
21.6.2016;5:00;1;0;1
21.6.2016;6:00;2;2;0
21.6.2016;7:00;18;9;9
21.6.2016;8:00;15;8;7
21.6.2016;9:00;14;7;7
21.6.2016;10:00;31;9;22
21.6.2016;11:00;70;53;17
21.6.2016;12:00;32;18;14
21.6.2016;13:00;79;54;25
21.6.2016;14:00;66;42;24
21.6.2016;15:00;132;102;30
21.6.2016;16:00;101;40;61
21.6.2016;17:00;120;30;90
21.6.2016;18:00;157;83;74
21.6.2016;19:00;137;91;46
21.6.2016;20:00;58;44;14
21.6.2016;21:00;16;12;4
21.6.2016;22:00;0;0;0
21.6.2016;23:00;0;0;0
22.6.2016;0:00;1;0;1
22.6.2016;1:00;0;0;0
22.6.2016;2:00;0;0;0
22.6.2016;3:00;0;0;0
22.6.2016;4:00;0;0;0
22.6.2016;5:00;2;2;0
22.6.2016;6:00;10;3;7
22.6.2016;7:00;14;11;3
22.6.2016;8:00;24;16;8
22.6.2016;9:00;30;15;15
22.6.2016;10:00;42;32;10
22.6.2016;11:00;41;13;28
22.6.2016;12:00;45;22;23
22.6.2016;13:00;26;13;13
22.6.2016;14:00;47;24;23
22.6.2016;15:00;39;17;22
22.6.2016;16:00;52;19;33
22.6.2016;17:00;101;45;56
22.6.2016;18:00;107;31;76
22.6.2016;19:00;110;76;34
22.6.2016;20:00;69;51;18
22.6.2016;21:00;11;10;1
22.6.2016;22:00;2;2;0
22.6.2016;23:00;2;0;2
23.6.2016;0:00;0;0;0
23.6.2016;1:00;0;0;0
23.6.2016;2:00;0;0;0
23.6.2016;3:00;0;0;0
23.6.2016;4:00;2;2;0
23.6.2016;5:00;2;1;1
23.6.2016;6:00;13;5;8
23.6.2016;7:00;13;9;4
23.6.2016;8:00;20;11;9
23.6.2016;9:00;29;10;19
23.6.2016;10:00;42;15;27
23.6.2016;11:00;37;15;22
23.6.2016;12:00;24;11;13
23.6.2016;13:00;42;19;23
23.6.2016;14:00;25;15;10
23.6.2016;15:00;47;21;26
23.6.2016;16:00;46;25;21
23.6.2016;17:00;56;15;41
23.6.2016;18:00;86;31;55
23.6.2016;19:00;84;55;29
23.6.2016;20:00;54;34;20
23.6.2016;21:00;8;6;2
23.6.2016;22:00;4;4;0
23.6.2016;23:00;3;0;3
24.6.2016;0:00;1;1;0
24.6.2016;1:00;0;0;0
24.6.2016;2:00;0;0;0
24.6.2016;3:00;0;0;0
24.6.2016;4:00;0;0;0
24.6.2016;5:00;4;1;3
24.6.2016;6:00;12;8;4
24.6.2016;7:00;7;2;5
24.6.2016;8:00;25;10;15
24.6.2016;9:00;33;14;19
24.6.2016;10:00;37;25;12
24.6.2016;11:00;17;7;10
24.6.2016;12:00;21;9;12
24.6.2016;13:00;29;10;19
24.6.2016;14:00;27;14;13
24.6.2016;15:00;16;7;9
24.6.2016;16:00;47;25;22
24.6.2016;17:00;35;15;20
24.6.2016;18:00;50;24;26
24.6.2016;19:00;34;22;12
24.6.2016;20:00;45;35;10
24.6.2016;21:00;13;6;7
24.6.2016;22:00;4;4;0
24.6.2016;23:00;0;0;0
25.6.2016;0:00;0;0;0
25.6.2016;1:00;0;0;0
25.6.2016;2:00;2;0;2
25.6.2016;3:00;0;0;0
25.6.2016;4:00;0;0;0
25.6.2016;5:00;0;0;0
25.6.2016;6:00;16;4;12
25.6.2016;7:00;28;1;27
25.6.2016;8:00;57;20;37
25.6.2016;9:00;122;40;82
25.6.2016;10:00;117;34;83
25.6.2016;11:00;67;27;40
25.6.2016;12:00;47;23;24
25.6.2016;13:00;36;19;17
25.6.2016;14:00;70;42;28
25.6.2016;15:00;44;26;18
25.6.2016;16:00;53;35;18
25.6.2016;17:00;62;53;9
25.6.2016;18:00;51;38;13
25.6.2016;19:00;35;23;12
25.6.2016;20:00;30;20;10
25.6.2016;21:00;11;9;2
25.6.2016;22:00;6;4;2
25.6.2016;23:00;0;0;0
26.6.2016;0:00;0;0;0
26.6.2016;1:00;0;0;0
26.6.2016;2:00;0;0;0
26.6.2016;3:00;0;0;0
26.6.2016;4:00;0;0;0
26.6.2016;5:00;0;0;0
26.6.2016;6:00;4;1;3
26.6.2016;7:00;13;1;12
26.6.2016;8:00;17;3;14
26.6.2016;9:00;30;18;12
26.6.2016;10:00;29;16;13
26.6.2016;11:00;50;22;28
26.6.2016;12:00;67;35;32
26.6.2016;13:00;68;28;40
26.6.2016;14:00;69;35;34
26.6.2016;15:00;115;58;57
26.6.2016;16:00;98;50;48
26.6.2016;17:00;86;55;31
26.6.2016;18:00;55;31;24
26.6.2016;19:00;36;31;5
26.6.2016;20:00;23;16;7
26.6.2016;21:00;10;9;1
26.6.2016;22:00;0;0;0
26.6.2016;23:00;0;0;0
27.6.2016;0:00;0;0;0
27.6.2016;1:00;0;0;0
27.6.2016;2:00;0;0;0
27.6.2016;3:00;0;0;0
27.6.2016;4:00;0;0;0
27.6.2016;5:00;5;1;4
27.6.2016;6:00;6;4;2
27.6.2016;7:00;4;2;2
27.6.2016;8:00;4;2;2
27.6.2016;9:00;41;4;37
27.6.2016;10:00;21;9;12
27.6.2016;11:00;14;14;0
27.6.2016;12:00;33;30;3
27.6.2016;13:00;41;36;5
27.6.2016;14:00;29;26;3
27.6.2016;15:00;29;25;4
27.6.2016;16:00;14;6;8
27.6.2016;17:00;15;8;7
27.6.2016;18:00;26;20;6
27.6.2016;19:00;34;20;14
27.6.2016;20:00;21;12;9
27.6.2016;21:00;10;6;4
27.6.2016;22:00;5;3;2
27.6.2016;23:00;0;0;0
28.6.2016;0:00;0;0;0
28.6.2016;1:00;0;0;0
28.6.2016;2:00;0;0;0
28.6.2016;3:00;0;0;0
28.6.2016;4:00;0;0;0
28.6.2016;5:00;3;0;3
28.6.2016;6:00;5;1;4
28.6.2016;7:00;12;6;6
28.6.2016;8:00;9;6;3
28.6.2016;9:00;25;7;18
28.6.2016;10:00;48;18;30
28.6.2016;11:00;74;25;49
28.6.2016;12:00;41;29;12
28.6.2016;13:00;90;75;15
28.6.2016;14:00;59;50;9
28.6.2016;15:00;65;22;43
28.6.2016;16:00;65;22;43
28.6.2016;17:00;126;44;82
28.6.2016;18:00;121;77;44
28.6.2016;19:00;106;75;31
28.6.2016;20:00;54;38;16
28.6.2016;21:00;12;11;1
28.6.2016;22:00;0;0;0
28.6.2016;23:00;2;1;1
29.6.2016;0:00;0;0;0
29.6.2016;1:00;0;0;0
29.6.2016;2:00;0;0;0
29.6.2016;3:00;0;0;0
29.6.2016;4:00;0;0;0
29.6.2016;5:00;2;2;0
29.6.2016;6:00;12;5;7
29.6.2016;7:00;17;10;7
29.6.2016;8:00;35;19;16
29.6.2016;9:00;29;7;22
29.6.2016;10:00;24;8;16
29.6.2016;11:00;35;22;13
29.6.2016;12:00;28;9;19
29.6.2016;13:00;31;13;18
29.6.2016;14:00;43;27;16
29.6.2016;15:00;41;20;21
29.6.2016;16:00;58;21;37
29.6.2016;17:00;70;19;51
29.6.2016;18:00;91;37;54
29.6.2016;19:00;103;66;37
29.6.2016;20:00;40;29;11
29.6.2016;21:00;12;12;0
29.6.2016;22:00;1;1;0
29.6.2016;23:00;0;0;0
30.6.2016;0:00;0;0;0
30.6.2016;1:00;0;0;0
30.6.2016;2:00;0;0;0
30.6.2016;3:00;0;0;0
30.6.2016;4:00;0;0;0
30.6.2016;5:00;2;1;1
30.6.2016;6:00;11;5;6
30.6.2016;7:00;7;4;3
30.6.2016;8:00;21;12;9
30.6.2016;9:00;14;5;9
30.6.2016;10:00;39;22;17
30.6.2016;11:00;23;10;13
30.6.2016;12:00;38;32;6
30.6.2016;13:00;18;13;5
30.6.2016;14:00;25;14;11
30.6.2016;15:00;43;31;12
30.6.2016;16:00;39;18;21
30.6.2016;17:00;68;31;37
30.6.2016;18:00;69;32;37
30.6.2016;19:00;49;40;9
30.6.2016;20:00;22;16;6
30.6.2016;21:00;10;7;3
30.6.2016;22:00;1;0;1
30.6.2016;23:00;2;0;2
jún 2016;;21303;11574;9729
