Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
2.4.2017 0:00;0;0;0
2.4.2017 1:00;0;0;0
2.4.2017 2:00;1;0;1
2.4.2017 3:00;0;0;0
2.4.2017 4:00;0;0;0
2.4.2017 5:00;0;0;0
2.4.2017 6:00;0;0;0
2.4.2017 7:00;5;1;4
2.4.2017 8:00;10;2;8
2.4.2017 9:00;63;10;53
2.4.2017 10:00;109;28;81
2.4.2017 11:00;170;64;106
2.4.2017 12:00;141;58;83
2.4.2017 13:00;158;70;88
2.4.2017 14:00;190;72;118
2.4.2017 15:00;228;104;124
2.4.2017 16:00;185;98;87
2.4.2017 17:00;170;126;44
2.4.2017 18:00;94;77;17
2.4.2017 19:00;37;30;7
2.4.2017 20:00;6;6;0
2.4.2017 21:00;0;0;0
2.4.2017 22:00;0;0;0
2.4.2017 23:00;0;0;0
3.4.2017 0:00;0;0;0
3.4.2017 1:00;0;0;0
3.4.2017 2:00;0;0;0
3.4.2017 3:00;0;0;0
3.4.2017 4:00;0;0;0
3.4.2017 5:00;1;1;0
3.4.2017 6:00;1;0;1
3.4.2017 7:00;7;5;2
3.4.2017 8:00;9;5;4
3.4.2017 9:00;6;3;3
3.4.2017 10:00;15;4;11
3.4.2017 11:00;24;8;16
3.4.2017 12:00;33;19;14
3.4.2017 13:00;22;7;15
3.4.2017 14:00;41;14;27
3.4.2017 15:00;47;20;27
3.4.2017 16:00;68;28;40
3.4.2017 17:00;90;47;43
3.4.2017 18:00;80;46;34
3.4.2017 19:00;30;18;12
3.4.2017 20:00;6;4;2
3.4.2017 21:00;1;1;0
3.4.2017 22:00;0;0;0
3.4.2017 23:00;0;0;0
4.4.2017 0:00;0;0;0
4.4.2017 1:00;0;0;0
4.4.2017 2:00;0;0;0
4.4.2017 3:00;0;0;0
4.4.2017 4:00;0;0;0
4.4.2017 5:00;0;0;0
4.4.2017 6:00;6;2;4
4.4.2017 7:00;1;0;1
4.4.2017 8:00;11;5;6
4.4.2017 9:00;11;7;4
4.4.2017 10:00;24;2;22
4.4.2017 11:00;20;15;5
4.4.2017 12:00;8;6;2
4.4.2017 13:00;9;4;5
4.4.2017 14:00;23;12;11
4.4.2017 15:00;20;9;11
4.4.2017 16:00;43;19;24
4.4.2017 17:00;37;19;18
4.4.2017 18:00;43;30;13
4.4.2017 19:00;28;22;6
4.4.2017 20:00;5;5;0
4.4.2017 21:00;0;0;0
4.4.2017 22:00;0;0;0
4.4.2017 23:00;0;0;0
5.4.2017 0:00;0;0;0
5.4.2017 1:00;0;0;0
5.4.2017 2:00;0;0;0
5.4.2017 3:00;0;0;0
5.4.2017 4:00;0;0;0
5.4.2017 5:00;0;0;0
5.4.2017 6:00;2;1;1
5.4.2017 7:00;4;2;2
5.4.2017 8:00;4;3;1
5.4.2017 9:00;4;2;2
5.4.2017 10:00;13;7;6
5.4.2017 11:00;6;5;1
5.4.2017 12:00;6;2;4
5.4.2017 13:00;12;6;6
5.4.2017 14:00;9;5;4
5.4.2017 15:00;15;10;5
5.4.2017 16:00;18;6;12
5.4.2017 17:00;19;9;10
5.4.2017 18:00;22;10;12
5.4.2017 19:00;8;5;3
5.4.2017 20:00;1;1;0
5.4.2017 21:00;0;0;0
5.4.2017 22:00;0;0;0
5.4.2017 23:00;0;0;0
6.4.2017 0:00;0;0;0
6.4.2017 1:00;0;0;0
6.4.2017 2:00;0;0;0
6.4.2017 3:00;0;0;0
6.4.2017 4:00;0;0;0
6.4.2017 5:00;0;0;0
6.4.2017 6:00;0;0;0
6.4.2017 7:00;2;1;1
6.4.2017 8:00;2;1;1
6.4.2017 9:00;3;2;1
6.4.2017 10:00;4;2;2
6.4.2017 11:00;2;1;1
6.4.2017 12:00;3;0;3
6.4.2017 13:00;7;5;2
6.4.2017 14:00;3;1;2
6.4.2017 15:00;8;2;6
6.4.2017 16:00;16;7;9
6.4.2017 17:00;9;3;6
6.4.2017 18:00;9;2;7
6.4.2017 19:00;6;4;2
6.4.2017 20:00;1;1;0
6.4.2017 21:00;0;0;0
6.4.2017 22:00;0;0;0
6.4.2017 23:00;0;0;0
7.4.2017 0:00;0;0;0
7.4.2017 1:00;0;0;0
7.4.2017 2:00;0;0;0
7.4.2017 3:00;0;0;0
7.4.2017 4:00;0;0;0
7.4.2017 5:00;0;0;0
7.4.2017 6:00;0;0;0
7.4.2017 7:00;0;0;0
7.4.2017 8:00;0;0;0
7.4.2017 9:00;0;0;0
7.4.2017 10:00;0;0;0
7.4.2017 11:00;2;1;1
7.4.2017 12:00;0;0;0
7.4.2017 13:00;4;4;0
7.4.2017 14:00;1;1;0
7.4.2017 15:00;0;0;0
7.4.2017 16:00;1;1;0
7.4.2017 17:00;1;1;0
7.4.2017 18:00;2;0;2
7.4.2017 19:00;0;0;0
7.4.2017 20:00;0;0;0
7.4.2017 21:00;0;0;0
7.4.2017 22:00;0;0;0
7.4.2017 23:00;0;0;0
8.4.2017 0:00;0;0;0
8.4.2017 1:00;0;0;0
8.4.2017 2:00;0;0;0
8.4.2017 3:00;0;0;0
8.4.2017 4:00;0;0;0
8.4.2017 5:00;0;0;0
8.4.2017 6:00;0;0;0
8.4.2017 7:00;3;0;3
8.4.2017 8:00;8;3;5
8.4.2017 9:00;9;2;7
8.4.2017 10:00;36;14;22
8.4.2017 11:00;20;6;14
8.4.2017 12:00;39;14;25
8.4.2017 13:00;40;13;27
