Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.10.2016 0:00;0;0;0
1.10.2016 1:00;0;0;0
1.10.2016 2:00;0;0;0
1.10.2016 3:00;0;0;0
1.10.2016 4:00;0;0;0
1.10.2016 5:00;0;0;0
1.10.2016 6:00;3;0;3
1.10.2016 7:00;5;0;5
1.10.2016 8:00;20;2;18
1.10.2016 9:00;59;6;53
1.10.2016 10:00;91;20;71
1.10.2016 11:00;151;33;118
1.10.2016 12:00;143;48;95
1.10.2016 13:00;218;113;105
1.10.2016 14:00;205;91;114
1.10.2016 15:00;186;93;93
1.10.2016 16:00;272;193;79
1.10.2016 17:00;201;156;45
1.10.2016 18:00;95;76;19
1.10.2016 19:00;29;28;1
1.10.2016 20:00;4;4;0
1.10.2016 21:00;0;0;0
1.10.2016 22:00;0;0;0
1.10.2016 23:00;0;0;0
2.10.2016 0:00;0;0;0
2.10.2016 1:00;0;0;0
2.10.2016 2:00;0;0;0
2.10.2016 3:00;0;0;0
2.10.2016 4:00;0;0;0
2.10.2016 5:00;0;0;0
2.10.2016 6:00;1;0;1
2.10.2016 7:00;1;0;1
2.10.2016 8:00;11;1;10
2.10.2016 9:00;35;13;22
2.10.2016 10:00;112;40;72
2.10.2016 11:00;81;25;56
2.10.2016 12:00;74;50;24
2.10.2016 13:00;82;52;30
2.10.2016 14:00;87;46;41
2.10.2016 15:00;103;70;33
2.10.2016 16:00;52;37;15
2.10.2016 17:00;32;27;5
2.10.2016 18:00;12;7;5
2.10.2016 19:00;4;3;1
2.10.2016 20:00;0;0;0
2.10.2016 21:00;0;0;0
2.10.2016 22:00;0;0;0
2.10.2016 23:00;0;0;0
3.10.2016 0:00;0;0;0
3.10.2016 1:00;0;0;0
3.10.2016 2:00;0;0;0
3.10.2016 3:00;0;0;0
3.10.2016 4:00;0;0;0
3.10.2016 5:00;0;0;0
3.10.2016 6:00;0;0;0
3.10.2016 7:00;1;1;0
3.10.2016 8:00;4;2;2
3.10.2016 9:00;6;1;5
3.10.2016 10:00;80;14;66
3.10.2016 11:00;21;19;2
3.10.2016 12:00;20;13;7
3.10.2016 13:00;48;45;3
3.10.2016 14:00;63;55;8
3.10.2016 15:00;14;6;8
3.10.2016 16:00;14;9;5
3.10.2016 17:00;4;2;2
3.10.2016 18:00;9;4;5
3.10.2016 19:00;7;5;2
3.10.2016 20:00;1;1;0
3.10.2016 21:00;0;0;0
3.10.2016 22:00;1;0;1
3.10.2016 23:00;0;0;0
4.10.2016 0:00;0;0;0
4.10.2016 1:00;0;0;0
4.10.2016 2:00;1;1;0
4.10.2016 3:00;0;0;0
4.10.2016 4:00;0;0;0
4.10.2016 5:00;0;0;0
4.10.2016 6:00;0;0;0
4.10.2016 7:00;0;0;0
4.10.2016 8:00;0;0;0
4.10.2016 9:00;1;0;1
4.10.2016 10:00;2;1;1
4.10.2016 11:00;0;0;0
4.10.2016 12:00;0;0;0
4.10.2016 13:00;25;24;1
4.10.2016 14:00;38;36;2
4.10.2016 15:00;11;10;1
4.10.2016 16:00;16;16;0
4.10.2016 17:00;6;3;3
4.10.2016 18:00;4;3;1
4.10.2016 19:00;2;1;1
4.10.2016 20:00;1;1;0
4.10.2016 21:00;0;0;0
4.10.2016 22:00;0;0;0
4.10.2016 23:00;0;0;0
5.10.2016 0:00;0;0;0
5.10.2016 1:00;0;0;0
5.10.2016 2:00;0;0;0
5.10.2016 3:00;0;0;0
5.10.2016 4:00;0;0;0
5.10.2016 5:00;0;0;0
5.10.2016 6:00;0;0;0
5.10.2016 7:00;1;1;0
5.10.2016 8:00;3;2;1
5.10.2016 9:00;4;0;4
5.10.2016 10:00;3;1;2
5.10.2016 11:00;6;2;4
5.10.2016 12:00;5;3;2
5.10.2016 13:00;12;9;3
5.10.2016 14:00;5;4;1
5.10.2016 15:00;3;2;1
5.10.2016 16:00;4;4;0
5.10.2016 17:00;4;2;2
5.10.2016 18:00;3;1;2
5.10.2016 19:00;1;0;1
5.10.2016 20:00;2;2;0
5.10.2016 21:00;0;0;0
5.10.2016 22:00;0;0;0
5.10.2016 23:00;0;0;0
6.10.2016 0:00;0;0;0
6.10.2016 1:00;0;0;0
6.10.2016 2:00;0;0;0
6.10.2016 3:00;0;0;0
6.10.2016 4:00;0;0;0
6.10.2016 5:00;0;0;0
6.10.2016 6:00;0;0;0
6.10.2016 7:00;1;1;0
6.10.2016 8:00;1;1;0
6.10.2016 9:00;1;0;1
6.10.2016 10:00;2;2;0
6.10.2016 11:00;8;7;1
6.10.2016 12:00;3;3;0
6.10.2016 13:00;0;0;0
6.10.2016 14:00;2;2;0
6.10.2016 15:00;0;0;0
6.10.2016 16:00;6;6;0
6.10.2016 17:00;3;1;2
6.10.2016 18:00;6;3;3
6.10.2016 19:00;0;0;0
6.10.2016 20:00;0;0;0
6.10.2016 21:00;0;0;0
6.10.2016 22:00;1;0;1
6.10.2016 23:00;0;0;0
7.10.2016 0:00;0;0;0
7.10.2016 1:00;0;0;0
7.10.2016 2:00;0;0;0
7.10.2016 3:00;0;0;0
7.10.2016 4:00;0;0;0
7.10.2016 5:00;0;0;0
7.10.2016 6:00;0;0;0
7.10.2016 7:00;2;2;0
7.10.2016 8:00;5;2;3
7.10.2016 9:00;5;2;3
7.10.2016 10:00;7;4;3
7.10.2016 11:00;10;3;7
7.10.2016 12:00;18;12;6
7.10.2016 13:00;13;6;7
7.10.2016 14:00;13;6;7
7.10.2016 15:00;25;12;13
7.10.2016 16:00;20;10;10
7.10.2016 17:00;26;18;8
7.10.2016 18:00;18;13;5
7.10.2016 19:00;0;0;0
7.10.2016 20:00;0;0;0
7.10.2016 21:00;0;0;0
7.10.2016 22:00;0;0;0
7.10.2016 23:00;0;0;0
8.10.2016 0:00;0;0;0
8.10.2016 1:00;0;0;0
8.10.2016 2:00;0;0;0
8.10.2016 3:00;0;0;0
8.10.2016 4:00;0;0;0
8.10.2016 5:00;0;0;0
8.10.2016 6:00;0;0;0
8.10.2016 7:00;0;0;0
8.10.2016 8:00;2;1;1
8.10.2016 9:00;11;4;7
8.10.2016 10:00;24;2;22
8.10.2016 11:00;42;19;23
8.10.2016 12:00;36;14;22
8.10.2016 13:00;68;29;39
8.10.2016 14:00;41;11;30
8.10.2016 15:00;83;40;43
8.10.2016 16:00;49;44;5
8.10.2016 17:00;37;34;3
8.10.2016 18:00;37;35;2
8.10.2016 19:00;2;2;0
8.10.2016 20:00;1;1;0
8.10.2016 21:00;0;0;0
8.10.2016 22:00;0;0;0
8.10.2016 23:00;0;0;0
9.10.2016 0:00;0;0;0
9.10.2016 1:00;0;0;0
9.10.2016 2:00;0;0;0
9.10.2016 3:00;0;0;0
9.10.2016 4:00;0;0;0
9.10.2016 5:00;0;0;0
9.10.2016 6:00;0;0;0
9.10.2016 7:00;2;0;2
9.10.2016 8:00;6;2;4
