Dátum;Èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.4.2016;0:00;0;0;0
1.4.2016;1:00;1;0;1
1.4.2016;2:00;0;0;0
1.4.2016;3:00;0;0;0
1.4.2016;4:00;0;0;0
1.4.2016;5:00;2;2;0
1.4.2016;6:00;4;2;2
1.4.2016;7:00;7;5;2
1.4.2016;8:00;6;2;4
1.4.2016;9:00;8;3;5
1.4.2016;10:00;6;3;3
1.4.2016;11:00;11;3;8
1.4.2016;12:00;12;5;7
1.4.2016;13:00;16;7;9
1.4.2016;14:00;21;4;17
1.4.2016;15:00;27;16;11
1.4.2016;16:00;30;13;17
1.4.2016;17:00;29;16;13
1.4.2016;18:00;21;13;8
1.4.2016;19:00;7;6;1
1.4.2016;20:00;2;2;0
1.4.2016;21:00;0;0;0
1.4.2016;22:00;2;2;0
1.4.2016;23:00;0;0;0
2.4.2016;0:00;0;0;0
2.4.2016;1:00;0;0;0
2.4.2016;2:00;0;0;0
2.4.2016;3:00;0;0;0
2.4.2016;4:00;0;0;0
2.4.2016;5:00;0;0;0
2.4.2016;6:00;1;0;1
2.4.2016;7:00;4;3;1
2.4.2016;8:00;8;1;7
2.4.2016;9:00;19;2;17
2.4.2016;10:00;29;7;22
2.4.2016;11:00;42;13;29
2.4.2016;12:00;72;21;51
2.4.2016;13:00;53;12;41
2.4.2016;14:00;74;30;44
2.4.2016;15:00;75;42;33
2.4.2016;16:00;60;39;21
2.4.2016;17:00;46;31;15
2.4.2016;18:00;24;18;6
2.4.2016;19:00;19;13;6
2.4.2016;20:00;7;7;0
2.4.2016;21:00;0;0;0
2.4.2016;22:00;1;0;1
2.4.2016;23:00;0;0;0
3.4.2016;0:00;0;0;0
3.4.2016;1:00;0;0;0
3.4.2016;2:00;0;0;0
3.4.2016;3:00;0;0;0
3.4.2016;4:00;0;0;0
3.4.2016;5:00;0;0;0
3.4.2016;6:00;0;0;0
3.4.2016;7:00;1;0;1
3.4.2016;8:00;9;3;6
3.4.2016;9:00;23;5;18
3.4.2016;10:00;75;11;64
3.4.2016;11:00;100;25;75
3.4.2016;12:00;95;39;56
3.4.2016;13:00;136;50;86
3.4.2016;14:00;141;52;89
3.4.2016;15:00;180;90;90
3.4.2016;16:00;151;92;59
3.4.2016;17:00;104;55;49
3.4.2016;18:00;85;63;22
3.4.2016;19:00;24;20;4
3.4.2016;20:00;3;3;0
3.4.2016;21:00;0;0;0
3.4.2016;22:00;0;0;0
3.4.2016;23:00;0;0;0
4.4.2016;0:00;0;0;0
4.4.2016;1:00;0;0;0
4.4.2016;2:00;0;0;0
4.4.2016;3:00;0;0;0
4.4.2016;4:00;0;0;0
4.4.2016;5:00;0;0;0
4.4.2016;6:00;2;0;2
4.4.2016;7:00;5;3;2
4.4.2016;8:00;5;5;0
4.4.2016;9:00;5;3;2
4.4.2016;10:00;14;4;10
4.4.2016;11:00;31;9;22
4.4.2016;12:00;26;13;13
4.4.2016;13:00;28;9;19
4.4.2016;14:00;42;23;19
4.4.2016;15:00;49;18;31
4.4.2016;16:00;73;35;38
4.4.2016;17:00;77;39;38
4.4.2016;18:00;47;27;20
4.4.2016;19:00;42;29;13
4.4.2016;20:00;9;8;1
4.4.2016;21:00;1;1;0
4.4.2016;22:00;0;0;0
4.4.2016;23:00;1;0;1
5.4.2016;0:00;0;0;0
5.4.2016;1:00;0;0;0
5.4.2016;2:00;0;0;0
5.4.2016;3:00;0;0;0
5.4.2016;4:00;0;0;0
5.4.2016;5:00;2;2;0
5.4.2016;6:00;1;0;1
5.4.2016;7:00;4;3;1
5.4.2016;8:00;7;5;2
5.4.2016;9:00;19;3;16
5.4.2016;10:00;18;2;16
5.4.2016;11:00;19;11;8
5.4.2016;12:00;26;5;21
5.4.2016;13:00;31;7;24
5.4.2016;14:00;42;14;28
5.4.2016;15:00;51;27;24
5.4.2016;16:00;87;35;52
5.4.2016;17:00;119;37;82
5.4.2016;18:00;130;92;38
5.4.2016;19:00;75;67;8
5.4.2016;20:00;11;9;2
5.4.2016;21:00;2;2;0
