Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.10.2017 0:00;0;0;0
1.10.2017 1:00;0;0;0
1.10.2017 2:00;3;3;0
1.10.2017 3:00;1;0;1
1.10.2017 4:00;0;0;0
1.10.2017 5:00;0;0;0
1.10.2017 6:00;0;0;0
1.10.2017 7:00;1;1;0
1.10.2017 8:00;8;4;4
1.10.2017 9:00;50;6;44
1.10.2017 10:00;65;26;39
1.10.2017 11:00;117;61;56
1.10.2017 12:00;74;25;49
1.10.2017 13:00;112;54;58
1.10.2017 14:00;153;70;83
1.10.2017 15:00;147;78;69
1.10.2017 16:00;127;79;48
1.10.2017 17:00;88;64;24
1.10.2017 18:00;40;32;8
1.10.2017 19:00;7;5;2
1.10.2017 20:00;1;1;0
1.10.2017 21:00;0;0;0
1.10.2017 22:00;0;0;0
1.10.2017 23:00;0;0;0
2.10.2017 0:00;0;0;0
2.10.2017 1:00;0;0;0
2.10.2017 2:00;0;0;0
2.10.2017 3:00;0;0;0
2.10.2017 4:00;0;0;0
2.10.2017 5:00;0;0;0
2.10.2017 6:00;2;1;1
2.10.2017 7:00;4;2;2
2.10.2017 8:00;7;4;3
2.10.2017 9:00;97;13;84
2.10.2017 10:00;28;9;19
2.10.2017 11:00;19;12;7
2.10.2017 12:00;44;29;15
2.10.2017 13:00;51;39;12
2.10.2017 14:00;64;38;26
2.10.2017 15:00;65;37;28
2.10.2017 16:00;59;30;29
2.10.2017 17:00;66;37;29
2.10.2017 18:00;57;40;17
2.10.2017 19:00;12;11;1
2.10.2017 20:00;1;1;0
2.10.2017 21:00;0;0;0
2.10.2017 22:00;1;0;1
2.10.2017 23:00;0;0;0
3.10.2017 0:00;0;0;0
3.10.2017 1:00;0;0;0
3.10.2017 2:00;0;0;0
3.10.2017 3:00;0;0;0
3.10.2017 4:00;0;0;0
3.10.2017 5:00;1;1;0
3.10.2017 6:00;2;1;1
3.10.2017 7:00;1;0;1
3.10.2017 8:00;1;1;0
3.10.2017 9:00;4;1;3
3.10.2017 10:00;6;4;2
3.10.2017 11:00;1;0;1
3.10.2017 12:00;11;11;0
3.10.2017 13:00;22;22;0
3.10.2017 14:00;35;33;2
3.10.2017 15:00;14;14;0
3.10.2017 16:00;2;1;1
3.10.2017 17:00;2;2;0
3.10.2017 18:00;4;2;2
3.10.2017 19:00;2;1;1
3.10.2017 20:00;0;0;0
3.10.2017 21:00;1;0;1
3.10.2017 22:00;0;0;0
3.10.2017 23:00;0;0;0
4.10.2017 0:00;0;0;0
4.10.2017 1:00;0;0;0
4.10.2017 2:00;0;0;0
4.10.2017 3:00;0;0;0
4.10.2017 4:00;0;0;0
4.10.2017 5:00;0;0;0
4.10.2017 6:00;2;1;1
4.10.2017 7:00;1;0;1
4.10.2017 8:00;12;5;7
4.10.2017 9:00;10;2;8
4.10.2017 10:00;27;5;22
4.10.2017 11:00;15;7;8
4.10.2017 12:00;21;8;13
4.10.2017 13:00;27;16;11
4.10.2017 14:00;100;61;39
4.10.2017 15:00;47;23;24
4.10.2017 16:00;51;13;38
4.10.2017 17:00;51;26;25
4.10.2017 18:00;60;41;19
4.10.2017 19:00;7;7;0
4.10.2017 20:00;2;1;1
4.10.2017 21:00;2;0;2
4.10.2017 22:00;0;0;0
4.10.2017 23:00;0;0;0
5.10.2017 0:00;0;0;0
5.10.2017 1:00;0;0;0
5.10.2017 2:00;0;0;0
5.10.2017 3:00;0;0;0
5.10.2017 4:00;0;0;0
5.10.2017 5:00;0;0;0
5.10.2017 6:00;1;0;1
5.10.2017 7:00;6;3;3
5.10.2017 8:00;6;4;2
5.10.2017 9:00;9;3;6
5.10.2017 10:00;16;9;7
5.10.2017 11:00;24;12;12
5.10.2017 12:00;11;7;4
5.10.2017 13:00;15;5;10
5.10.2017 14:00;25;10;15
5.10.2017 15:00;34;9;25
5.10.2017 16:00;51;23;28
5.10.2017 17:00;72;40;32
5.10.2017 18:00;42;33;9
5.10.2017 19:00;13;11;2
5.10.2017 20:00;4;1;3
5.10.2017 21:00;2;1;1
5.10.2017 22:00;0;0;0
5.10.2017 23:00;0;0;0
