Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.2.2019 0:00;0;0;0
1.2.2019 1:00;0;0;0
1.2.2019 2:00;0;0;0
1.2.2019 3:00;0;0;0
1.2.2019 4:00;0;0;0
1.2.2019 5:00;0;0;0
1.2.2019 6:00;0;0;0
1.2.2019 7:00;0;0;0
1.2.2019 8:00;0;0;0
1.2.2019 9:00;0;0;0
1.2.2019 10:00;0;0;0
1.2.2019 11:00;0;0;0
1.2.2019 12:00;0;0;0
1.2.2019 13:00;0;0;0
1.2.2019 14:00;1;1;0
1.2.2019 15:00;0;0;0
1.2.2019 16:00;0;0;0
1.2.2019 17:00;1;1;0
1.2.2019 18:00;2;0;2
1.2.2019 19:00;0;0;0
1.2.2019 20:00;0;0;0
1.2.2019 21:00;0;0;0
1.2.2019 22:00;0;0;0
1.2.2019 23:00;0;0;0
2.2.2019 0:00;0;0;0
2.2.2019 1:00;0;0;0
2.2.2019 2:00;0;0;0
2.2.2019 3:00;0;0;0
2.2.2019 4:00;0;0;0
2.2.2019 5:00;0;0;0
2.2.2019 6:00;0;0;0
2.2.2019 7:00;2;1;1
2.2.2019 8:00;1;1;0
2.2.2019 9:00;0;0;0
2.2.2019 10:00;3;1;2
2.2.2019 11:00;8;3;5
2.2.2019 12:00;16;6;10
2.2.2019 13:00;11;4;7
2.2.2019 14:00;11;6;5
2.2.2019 15:00;10;6;4
2.2.2019 16:00;11;6;5
2.2.2019 17:00;3;3;0
2.2.2019 18:00;0;0;0
2.2.2019 19:00;0;0;0
2.2.2019 20:00;0;0;0
2.2.2019 21:00;0;0;0
2.2.2019 22:00;0;0;0
2.2.2019 23:00;0;0;0
3.2.2019 0:00;0;0;0
3.2.2019 1:00;0;0;0
3.2.2019 2:00;0;0;0
3.2.2019 3:00;0;0;0
3.2.2019 4:00;0;0;0
3.2.2019 5:00;0;0;0
3.2.2019 6:00;1;0;1
3.2.2019 7:00;1;0;1
3.2.2019 8:00;1;1;0
3.2.2019 9:00;1;0;1
3.2.2019 10:00;10;2;8
3.2.2019 11:00;12;5;7
3.2.2019 12:00;9;6;3
3.2.2019 13:00;17;10;7
3.2.2019 14:00;3;2;1
3.2.2019 15:00;1;0;1
3.2.2019 16:00;2;2;0
3.2.2019 17:00;0;0;0
3.2.2019 18:00;0;0;0
3.2.2019 19:00;0;0;0
3.2.2019 20:00;0;0;0
3.2.2019 21:00;0;0;0
3.2.2019 22:00;0;0;0
3.2.2019 23:00;0;0;0
4.2.2019 0:00;0;0;0
4.2.2019 1:00;0;0;0
4.2.2019 2:00;0;0;0
4.2.2019 3:00;0;0;0
4.2.2019 4:00;0;0;0
4.2.2019 5:00;0;0;0
4.2.2019 6:00;0;0;0
4.2.2019 7:00;0;0;0
4.2.2019 8:00;1;1;0
4.2.2019 9:00;3;2;1
4.2.2019 10:00;0;0;0
4.2.2019 11:00;1;0;1
4.2.2019 12:00;4;0;4
4.2.2019 13:00;2;1;1
4.2.2019 14:00;7;5;2
4.2.2019 15:00;9;4;5
4.2.2019 16:00;6;3;3
4.2.2019 17:00;3;1;2
4.2.2019 18:00;2;0;2
4.2.2019 19:00;3;1;2
4.2.2019 20:00;0;0;0
4.2.2019 21:00;1;0;1
4.2.2019 22:00;0;0;0
4.2.2019 23:00;0;0;0
5.2.2019 0:00;0;0;0
5.2.2019 1:00;0;0;0
5.2.2019 2:00;0;0;0
5.2.2019 3:00;0;0;0
5.2.2019 4:00;0;0;0
5.2.2019 5:00;0;0;0
5.2.2019 6:00;0;0;0
5.2.2019 7:00;0;0;0
5.2.2019 8:00;1;1;0
5.2.2019 9:00;1;0;1
5.2.2019 10:00;4;1;3
5.2.2019 11:00;5;3;2
5.2.2019 12:00;4;2;2
5.2.2019 13:00;12;9;3
5.2.2019 14:00;8;5;3
5.2.2019 15:00;9;4;5
5.2.2019 16:00;13;6;7
5.2.2019 17:00;7;6;1
5.2.2019 18:00;3;1;2
5.2.2019 19:00;1;1;0
5.2.2019 20:00;0;0;0
5.2.2019 21:00;0;0;0
5.2.2019 22:00;0;0;0
5.2.2019 23:00;0;0;0
6.2.2019 0:00;0;0;0
6.2.2019 1:00;0;0;0
6.2.2019 2:00;0;0;0
6.2.2019 3:00;0;0;0
6.2.2019 4:00;0;0;0
6.2.2019 5:00;1;1;0
