Dátum a èas;Hradza Berg ;Do Slovenska ;Do Rakuska
1.7.2018 0:00;0;0;0
1.7.2018 1:00;0;0;0
1.7.2018 2:00;0;0;0
1.7.2018 3:00;0;0;0
1.7.2018 4:00;0;0;0
1.7.2018 5:00;2;2;0
1.7.2018 6:00;2;0;2
1.7.2018 7:00;14;2;12
1.7.2018 8:00;31;7;24
1.7.2018 9:00;63;24;39
1.7.2018 10:00;113;45;68
1.7.2018 11:00;148;69;79
1.7.2018 12:00;120;54;66
1.7.2018 13:00;99;53;46
1.7.2018 14:00;148;71;77
1.7.2018 15:00;140;70;70
1.7.2018 16:00;153;111;42
1.7.2018 17:00;110;76;34
1.7.2018 18:00;102;74;28
1.7.2018 19:00;73;52;21
1.7.2018 20:00;33;28;5
1.7.2018 21:00;4;4;0
1.7.2018 22:00;1;1;0
1.7.2018 23:00;3;2;1
2.7.2018 0:00;0;0;0
2.7.2018 1:00;1;1;0
2.7.2018 2:00;0;0;0
2.7.2018 3:00;0;0;0
2.7.2018 4:00;0;0;0
2.7.2018 5:00;6;1;5
2.7.2018 6:00;7;5;2
2.7.2018 7:00;17;7;10
2.7.2018 8:00;16;10;6
2.7.2018 9:00;34;11;23
2.7.2018 10:00;38;16;22
2.7.2018 11:00;61;37;24
2.7.2018 12:00;65;41;24
2.7.2018 13:00;75;55;20
2.7.2018 14:00;100;65;35
2.7.2018 15:00;76;38;38
2.7.2018 16:00;75;38;37
2.7.2018 17:00;82;34;48
2.7.2018 18:00;123;65;58
2.7.2018 19:00;117;77;40
2.7.2018 20:00;61;38;23
2.7.2018 21:00;10;10;0
2.7.2018 22:00;1;0;1
2.7.2018 23:00;0;0;0
3.7.2018 0:00;0;0;0
3.7.2018 1:00;0;0;0
3.7.2018 2:00;0;0;0
3.7.2018 3:00;0;0;0
3.7.2018 4:00;1;1;0
3.7.2018 5:00;5;2;3
3.7.2018 6:00;9;3;6
3.7.2018 7:00;19;8;11
3.7.2018 8:00;23;12;11
3.7.2018 9:00;35;8;27
3.7.2018 10:00;54;22;32
3.7.2018 11:00;48;26;22
3.7.2018 12:00;38;24;14
3.7.2018 13:00;67;40;27
3.7.2018 14:00;82;63;19
3.7.2018 15:00;80;41;39
3.7.2018 16:00;88;44;44
3.7.2018 17:00;111;35;76
3.7.2018 18:00;178;104;74
3.7.2018 19:00;147;107;40
3.7.2018 20:00;62;51;11
3.7.2018 21:00;16;14;2
3.7.2018 22:00;2;2;0
3.7.2018 23:00;1;0;1
4.7.2018 0:00;0;0;0
4.7.2018 1:00;1;0;1
4.7.2018 2:00;0;0;0
4.7.2018 3:00;0;0;0
